username,grade,review,w_name,bottler,age,w_type,vint,subtype,abv,region,price,avaib,url
Andy,bminus,n:  Part bland part soft peat.  The kind that makes you imagine a picnic on Islay rather than a descent to Hades. p:  Powdered coal mixed with flour.  It's a bit thin on the flavor but that could be a positive for those who don't like cask strength.  The mouthfeel is surprisingly velvety. B/B- ,Great King Street Glasgow Blend,Compass Box ,N/A,Scotch,N/A,Blend,43,,40,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3511/Great-King-Street-Glasgow-Blend
Andy,cplus,n:  Metallic with a hint of honey. p:  Varnish and lemons.  Tad bitter.  Fresh wood toward finish. Have a feeling I will forget this soon. ,Hazelburn 2003 Rundlets & Kilderkins,Rundlets & Kilderkins,10 yrs,Scotch,2003,Single Malt,50.1,Campbelltown,80,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3441/Hazelburn-2003-Rundlets-and-Kilderkins
Sku,b,The nose has a strong rye profile with lots of spice. On the palate it starts with rye but then the wine comes in and gives a really nice balance to the rye. Soon after that boom it's all vermouth.  Those botanical vermouth notes are big and stay with you through the finish which pretty much tastes like you've been drinking a Manhattan.,High West Yippee Ki Yay,High West,N/A,American,N/A,Rye,46,,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3871/High-West-Yippee-Ki-Yay
Andy,bminus,n: Orangy and sweet. p:  A bit bitter.  Moldy fruit leaning toward orange peels.  Unique and fun if anything. ,High West Yippee Ki Yay,High West,N/A,American,N/A,Rye,46,,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3871/High-West-Yippee-Ki-Yay
Fuji,bplus,Sharp lemon citrus custard morning dew and grass. Sweet vegetal and fruit notes. Yellow soft pear pineapple dessert wine and smoke through out. Lingering sweet yet savory finish,Highland Park 1988 Signatory Cask Strength,Signatory,25 yrs,Scotch,1988,Single Malt,50.7,Island,250,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3508/Highland-Park-1988-Signatory-Cask-Strength
Andy,cplus,n:  Lemon and orange peel.  Good but stings a bit p:  Starts sweet  and grainy then goes a little industrial musty like carpet padding. Sort of reminds me of an underperforming teenage Glenrothes.,Highland Park 1988 Signatory Cask Strength,Signatory,25 yrs,Scotch,1988,Single Malt,50.7,Island,250,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3508/Highland-Park-1988-Signatory-Cask-Strength
Andy,b,n:  Battered and fried shrimp p:  Initially lemon then goes toward a lightly soily and asphalty peat.  Bit of a peat tease. ,Highland Park 2000 Van Wees The Ultimate,Van Wees,14 yrs,Scotch,2000,Single Malt,46,Island,70,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3613/Highland-Park-2000-Van-Wees-The-Ultimate
Andy,bminus,n:  Citrus heavy fruit cocktail. p:  thin.  Faint lemon and lavender.  Not quite dull but not memorable either.  Safe. ,Highland Park 8yr MacPhail's Collection (New Label),Gordon & MacPhail,8 yrs,Scotch,N/A,Single Malt,43,Island,45,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3539/Highland-Park-8yr-MacPhails-Collection-(New-Label)
Fuji,c,Stale soft yellow peach old tea and sea salt.   Weird palate. Sour and flat. ,Highland Park 8yr MacPhail's Collection (New Label),Gordon & MacPhail,8 yrs,Scotch,N/A,Single Malt,43,Island,45,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3539/Highland-Park-8yr-MacPhails-Collection-(New-Label)
Andy,c,n:  Vanilla and clover p:  Sour wood planks.  Not really indicated by the nose.  Long finish but not a very good one.  C/C+ ,Inchgower 1990 Maltbarn,Maltbarn,24 yrs,Scotch,1990,Single Malt,51.4,Speyside,120,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3684/Inchgower-1990-Maltbarn
Sku,b,Nose: Rotton grapes dry white wine fuelPalate: Starts with that fuel type note then lemon very dryFinish: More fuel notes some herbs. Weird but in a good way. ,Inchgower 1990 Maltbarn,Maltbarn,24 yrs,Scotch,1990,Single Malt,51.4,Speyside,120,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3684/Inchgower-1990-Maltbarn
Andy,bplus,n:  Plum candy and crushed walnuts p:  Dense and flavorful.  Apple cider chased by honeysuckle.  Long finish that loses its sweetness.  Chewy.  This could be lunch.  Dinner I mean dinner. ,Inchgower 1995 Hepburn's Choice for K&L,Langside Distillers,20 yrs,Scotch,1995,Single Malt,57.5,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3787/Inchgower-1995-Hepburns-Choice-for-K-and-L
Andy,bplus,n:  Peat.  Earth and industry.  Like an old Appalachian auto repair. p: Cinnamon and vulcanized rubber.  Chewy.  B/B+ ,Island 2005 Exclusive Malts,The Creative Whisky Co.,7 yrs,Scotch,2005,Single Malt,57.2,Island,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3314/Island-2005-Exclusive-Malts
Andy,bminus,n:  Citrus potpourri and acetone.  Bit devilish. p:  Bitter fruit.  Lots of flavor yet indisctinct.  Perhaps a hint of plum bread toward finish. Not bad but it's hard to pin this one.  It's not so much a harmony of flavors as it is a lot of them shouting all at once. ,Isle of Arran - The Devil's Punch Bowl III,OB,N/A,Scotch,N/A,Single Malt,53.4,Island,125,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3509/Isle-of-Arran---The-Devils-Punch-Bowl-III
Andy,cplus,n:  Maple-iced donut p:  Mellow blend.  Bit of toffee and whole wheat. Safe whisky.,Isle of Skye 12,Ian MacLeod and Co. Ltd.,12 yrs,Scotch,N/A,Blend,43,,30,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3757/Isle-of-Skye-12
Ryan,b,N: Sherry Nutmeg Cinnamon. Right away this reminds me of nitecap in Tokyo after a night of exploring... Like a mini Nikka 10 baught at a convienience store. P:  Coffee Caramel so light with some complexity. Dessert. F: Toffee Sherry Mint & Dark Chocolate. This is too easy to drink. Almost too easy. Wish it had something more interesting to finish on. Nonetheless I'm a fan. ,Iwai Tradition,Hombo Shuzo Co,N/A,Japanese,N/A,Blend,40,,65,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3846/Iwai-Tradition
Andy,cminus,n:  New car smell after 1 month. p:  Blendy and a bit perfumey like fresh laundry.  Thin and watery mouthfeel. This seems like an average Japanese blend pretending to be a higher end Japanese whisky (thanks to all of the insane whisky awards) C-/C  -After an entire bottle of retries- This never fails to disappoint.  Every time I forget how much I  dislike it I end up repouring and get disappointed again. C-   generously ,Iwai Tradition,Hombo Shuzo Co,N/A,Japanese,N/A,Blend,40,,65,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3846/Iwai-Tradition
Andy,b,n:  Honeyed toast p:  Indistinct better than average bourbon.  Unsweet and a bit wheat-y.  An easy sipper with a gentle kick at the end this bears little resemblance to their nose curling standard on a million shelves.  It does however seem a bit similar to some other 40 to 50 bourbons. ,Jack Daniel's Sinatra Select,OB,N/A,American,N/A,Tennessee,45,Tennessee,160,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3869/Jack-Daniels-Sinatra-Select
Andy,aminus,n: Laundry detergent scent (not so much the soap though.) Freshly tanned leather.p: Smack in the face. Good one though. Old furniture and mint. Saltwater taffy with subtle dark fruit.This bears no resemblance to no. 7.  This is great whisky.,Jack Daniel's Single Barrel - Barrel Proof 15-4972  ,OB,N/A,American,N/A,Tennessee,66.4,Tennessee,65,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3877/Jack-Daniels-Single-Barrel---Barrel-Proof-15-4972--
Andy,bplus,n:  Farty moldy and intense p:  Densely musty and moldy.  Orange peels.  Oily mouthfeel.  Chewy finish.  Does NOT resemble a higher ABV version of the standard JWB.  This is far more intense and flavorful. ,Johnnie Walker Blue Label CS, ,N/A,Scotch,N/A,Blend,55.8,,300,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/4047/Johnnie-Walker-Blue-Label-CS
Andy,cminus,n:  Eww.  Farty. p:  Flowery and watery.  Pointless ,Johnnie Walker Gold Label Reserve, ,N/A,Scotch,N/A,Blend,40,,70,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3358/Johnnie-Walker-Gold-Label-Reserve
Andy,cplus,n:  Not much going on. p:  Still not much.  Boring.  I am drinking whisky? C/C+ ,Johnnie Walker Odyssey, ,N/A,Scotch,N/A,Vatted Malt,40,,750,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3263/Johnnie-Walker-Odyssey
Andy,bminus,n: Lemon and ash. p:  Lightly smoky but otherwise indistinct.  Musty in the finish. ,Jura 1989 Signatory Vintage (for Stoller),Signatory,23 yrs,Scotch,1989,Single Malt,58.5,Island,120,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3540/Jura-1989-Signatory-Vintage-(for-Stoller)
Fuji,c,Roasted peanut cashew trail mix stagnant water and lemon zest.   Stale musty fruit sweetness and light peat showing on the short finish. ,Jura 1989 Signatory Vintage (for Stoller),Signatory,23 yrs,Scotch,1989,Single Malt,58.5,Island,120,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3540/Jura-1989-Signatory-Vintage-(for-Stoller)
Sku,c,Nose has very light malty notes. Palate is exceedingly sweet with malty notes in the back then some medicinal notes.  Finish is sweet with grainy notes.  Meh. Boring and sweet without much substance.,Jura 1989 Signatory Vintage (for Stoller),Signatory,23 yrs,Scotch,1989,Single Malt,58.5,Island,120,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3540/Jura-1989-Signatory-Vintage-(for-Stoller)
Andy,b,n:  Prune pie p:  Prunes and grain. Silky mouthfeel.  Finish sticks although the sweetness departs.,Jura 2000 Carn Mor,Morrison & MacKay Whisky Merchants,14 yrs,Scotch,2000,Single Malt,46,Island,75,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3700/Jura-2000-Carn-Mor
Ries,b,n :Strawberry red vines dried fruits sweet prunes. Nice malt element to the nose. Caramel and some heather notes.   t: vanilla malt and thick caramel this has a nice dense flavor and a well-rounded body. Warming orange oil nutmeg and clove with a dry driftwood heart. Finish is thin oak and dusty.  Quite nice for a Jura.  [B/B-],Jura 2000 Carn Mor,Morrison & MacKay Whisky Merchants,14 yrs,Scotch,2000,Single Malt,46,Island,75,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3700/Jura-2000-Carn-Mor
Andy,b,n:  Freshly finished wood.  Semi-sweet. p: bitter.  Fresh wood planks.  Thin and watery but with a long peppery finish,Kavalan Peaty Cask for LMDW,OB,N/A,World,N/A,Other,51.6,Taiwan,200,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/4055/Kavalan-Peaty-Cask-for-LMDW
Fuji,b,All spice red Thai  chili pepper raspberry green apple young strawberry and candle wax. Runs hot for being 46% and isn't nearly as sweet as you might expect.  Lots of fruit mentioned above with red licorice and toasted oat. Actually quite a lot going on. Slight mustiness appears mid palate. Bitter vegetal quality on the medium finish. Youthful and vibrant.  A solid easy drinker. B/B+,Kavalan Sherry Oak,OB,NAS yrs,World,N/A,Other,46,,120,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3517/Kavalan-Sherry-Oak
Andy,b,n:  Berries in an old pipe p:  Musty fruit.  Bitter cherries and a hint of sandalwood.  Lacks  the overwhelming lusciousness of the solist sherry and is disappointly unsweet (for me) but still a respectable malt. B-/B ,Kavalan Sherry Oak,OB,NAS yrs,World,N/A,Other,46,,120,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3517/Kavalan-Sherry-Oak
Andy,bminus,n:  Sourdough bread mushrooms. p:  bitter greens.  Slightly oily with a so-so finish.  A bit forgettable.,Kavalan Solist Brandy Cask for LMDW,OB,N/A,World,N/A,Other,59.4,Taiwan,200,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/4054/Kavalan-Solist-Brandy-Cask-for-LMDW
Andy,b,n:  Cream and sandalwood p:   Spiced wood with a hint of christmas topped with vanilla ice cream although it isn't all too sweet.  Nice peppery finish. B/B+ ,Kilchoman Cask 74/2008 for K&L,OB,4 yrs,Scotch,2008,Single Malt,58.4,Islay,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3756/Kilchoman-Cask-74-2008-for-K-and-L
Andy,b,n:  Wood finish and sulpher p:  sulpher. Cinnamon honey stick.  Good finish,Kilkerran Sherry Wood,OB,N/A,Scotch,N/A,Single Malt,46,Campbeltown,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3722/Kilkerran-Sherry-Wood
Fuji,cplus, ,Kilkerran Sherry Wood,OB,N/A,Scotch,N/A,Single Malt,46,Campbeltown,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3722/Kilkerran-Sherry-Wood
Andy,b,n:  Dark fruits.  Plum brandy.  Gentle and fragrant. p: Prunes.  A bit too thin and gentle. The dark fruits notes would be better they weren't muted by water. The cask selection seem incredibly promising and this malt looks to have a great future if it's let to sit longer.  A very easy sipper that is still very hard to find. (let's hope that changes) ,La Alazana Patagonian,OB,N/A,World,2011,Other,40,Argentina,150,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3881/La-Alazana-Patagonian
Andy,b,n:  Salt band-aids tin p:  Bit more medicinal and less smokey than Lag 16.  Yogurt raisins.  Sweet white pepper finish. B/B+ ,Lagavulin 12 Limited Edition 2014,OB,12 yrs,Scotch,N/A,Single Malt,54.4,Islay,120,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3789/Lagavulin-12-Limited-Edition-2014
Andy,bminus,n:  Metallic mustiness that may just be from the old bottle. p:   Vegetal and springtimey but only enough for a weak smile rather than and Sound of Music number.  Goes down easily.,Lammerlaw, ,10 yrs,World,N/A,New Zealand,43,South Island,40,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3861/Lammerlaw
Andy,cplus,n:  tootsie rolls and faint earthiness. p:  wet sock.  Limp and young peat.  Thin and watery mouthfeel.  Meh. C/C+ ,Langatun Old Bear Peated,OB,6 yrs,World,N/A,Other,62.4,Switzerland,65,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3935/Langatun-Old-Bear-Peated
Fuji,bplus,Good stuff.  The peat on the nose is somewhat restricted but you still get all the BBQ and medicinal goodness.  The peat and smoke come through aggresively on the palate.  But the vibrant fruit quality really makes this shine and gives it depth.,Laphroaig 10 Cask Strength Batch 006,OB,10 yrs,Scotch,N/A,Single Malt,58,Islay,70,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3387/Laphroaig-10-Cask-Strength-Batch-006
Andy,bplus,Just as good as every other Laphroaig of this series in the last decade.,Laphroaig 10 Cask Strength Batch 006,OB,10 yrs,Scotch,N/A,Single Malt,58,Islay,70,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3387/Laphroaig-10-Cask-Strength-Batch-006
Ries,bplus,n: vanilla cream and char. t: rich in orange peel and milk chocolate. Nice character and long finish. ,Laphroaig 10 Cask Strength Batch 006,OB,10 yrs,Scotch,N/A,Single Malt,58,Islay,70,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3387/Laphroaig-10-Cask-Strength-Batch-006
Andy,bplus,n:  tar and fabric softener. p:  Tire rubber and minty fun.  Wintergreen.  A fun WTF juxtaposition of otherwise unrelated styles.  Smacks hard but doesn't go much from there. ,Laphroaig 16 for TWE,OB,16 yrs,Scotch,N/A,Single Malt,50.6,Islay,180,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3864/Laphroaig-16-for-TWE
Fuji,b,No notes,Laphroaig 16 for TWE,OB,16 yrs,Scotch,N/A,Single Malt,50.6,Islay,180,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3864/Laphroaig-16-for-TWE
Sku,b,The nose is pure Laphroaig with big funky peaty notes. The palate starts with big peat but gradually develops a sweet wine note but the peat comes back for the finish along with some BBQ smoke.  This is very tasty. It's everything you would want from a 16 year old Laphroaig.  B/B+ ,Laphroaig 1997 Old Particular,Douglas Laing,16 yrs,Scotch,1997,Single Malt,48.4,Islay,140,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3401/Laphroaig-1997-Old-Particular
Andy,b,n: peat and chocolate covered cherries in a tin bucket. p: A bit flatter than the nose suggests.  Fireplace soot and rubber bands.  Finish sticks around ridiculously long. ,Laphroaig 1997 Old Particular,Douglas Laing,16 yrs,Scotch,1997,Single Malt,48.4,Islay,140,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3401/Laphroaig-1997-Old-Particular
Dan,b,Pale yellow. Not a total Islay bomb but you know it isn't from anywhere else. Got a little rubber but generally just a solid peat presence. The palate is a little rougher than was expecting. Good amount of tannis sweet peat and maybe even a little fruit. Nice finish. Solid B. [2/28/15],Laphroaig 1997 Old Particular,Douglas Laing,16 yrs,Scotch,1997,Single Malt,48.4,Islay,140,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3401/Laphroaig-1997-Old-Particular
Sku,b,The nose has tropical fruit. The palate is pure peaty Laphroaig with a very light fruitiness that stays on the palate for the finish but the nasal exhale of the finish is pure peat.  If this was indeed aged in a sherry cask it must have been used multiple time as there is almost no sherry character but it's quite good as a straight forward Laphroaig...tastes like something that could have been a distillery bottling. B/B+ ,Laphroaig 1998 15 yo Signatory (K&L),Signatory,15 yrs,Scotch,1998,Single Malt,59.1,Islay,127,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3576/Laphroaig-1998-15-yo-Signatory-(K-and-L)
Andy,bplus,n:  Ripe plums and Big Red gum in volcanic ash. p:  Chewy.  This one really hangs around.  Vulcanized rubber (not sure if Michelin or Goodyear).  Salted caramel.  Yogurt raisins. B/B+ ,Laphroaig 1998 15 yo Signatory (K&L),Signatory,15 yrs,Scotch,1998,Single Malt,59.1,Islay,127,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3576/Laphroaig-1998-15-yo-Signatory-(K-and-L)
Ries,b,Dried pineapple with light phenols and strong dose of paper ash peat initially. Charred vanilla and black raisin middle. Bubblegum sweetness at tail end. Nicely rounded with a good balance between the phenols peat and sweetness. I liked that this kept the distillery character.  [B/B+],Laphroaig 1998 15 yo Signatory (K&L),Signatory,15 yrs,Scotch,1998,Single Malt,59.1,Islay,127,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3576/Laphroaig-1998-15-yo-Signatory-(K-and-L)
Sku,bplus,The nose just explodes in peat smoke and bacon then you get the fruit like an orchard buried in peat. Pretty soon your nose has gotten used to the peat explosion and you're getting pears plums and grapes maybe even some floral notes.  The palate is softer than you would expect from the nose. The peat is thick and sharp and comes on first. Once you acclimate to it the sherry notes are sweet but not too intense and without any trace of sulfur. Despite the proof it doesn't feel too strong. The finish is well balanced between the strong peat notes and the sweetness of the sherry. B+/A- ,Laphroaig 1998 16 yo Signatory (The Whisky Exchange),Signatory,16 yrs,Scotch,1998,Single Malt,59.9,Islay,160,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3531/Laphroaig-1998-16-yo-Signatory-(The-Whisky-Exchange)
Fuji,bplus,N: Medicinal antiseptic with floral aspects.  Warm molasses and charred sugar. P: Crisp citrus peat attack.  Graham cracker toasted sourdough and burnt salted pretzel. There is a metallic tinge to it mid palate. F: Dense staying finish.  Charred strawberries on a bbq grill. ,Laphroaig 1998 16 yo Signatory (The Whisky Exchange),Signatory,16 yrs,Scotch,1998,Single Malt,59.9,Islay,160,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3531/Laphroaig-1998-16-yo-Signatory-(The-Whisky-Exchange)
Andy,bplus,n:  If jellybeans were tar-flavored p:  More tar.  Spearminty and sweet.  Almost an A-  ,Laphroaig 1998 16 yo Signatory (The Whisky Exchange),Signatory,16 yrs,Scotch,1998,Single Malt,59.9,Islay,160,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3531/Laphroaig-1998-16-yo-Signatory-(The-Whisky-Exchange)
Ries,bplus,Strawberries grilled on a campfire burnt marshmallows and iodine with a paltic note throughout. This is peppery and fruity. A savoury whisky full of fruit and coastal flavours. I really enjoyed this!  [B+ almost A-],Laphroaig 1998 16 yo Signatory (The Whisky Exchange),Signatory,16 yrs,Scotch,1998,Single Malt,59.9,Islay,160,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3531/Laphroaig-1998-16-yo-Signatory-(The-Whisky-Exchange)
Andy,b,n:  Fireplace soot p:  Metallic and ashy.  Semi-sweet with white pepper. ,Laphroaig 1998 Archives,Archives,13 yrs,Scotch,1998,Single Malt,54.2,Islay,90,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3361/Laphroaig-1998-Archives
Andy,bplus,n:  Fresh cut wood dipped in tar.  Smoked meats. p:  Thin on mouthfeel but overwhelming with flavor.  Hickory smoke seasoning.  Fresh layed asphalt and a bit of balsalmic vinegar.  The finish is incredibly long and possibly permanent leaning towards wood finish and heavily smoked beef jerky. Best Cairdeas (I've tried) yet. ,Laphroaig Cairdeas 2014,OB,N/A,Scotch,N/A,Single Malt,51.4,Islay,80,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3257/Laphroaig-Cairdeas-2014
Fuji,bminus,N: Damp peat moss lemon zest uodine salt band aids and campfire smoke. P: Oily mouthfeel with sweet peat and some spice. Rubber tar and asphalt. F: Orange peel and ash,Laphroaig Cairdeas 2014,OB,N/A,Scotch,N/A,Single Malt,51.4,Islay,80,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3257/Laphroaig-Cairdeas-2014
Sku,b,Nose: Peat and a slight fruitinessPalate: Peat and a slight sweetnessFinish: Just Peat.  ,Laphroaig Cairdeas 2014,OB,N/A,Scotch,N/A,Single Malt,51.4,Islay,80,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3257/Laphroaig-Cairdeas-2014
Fuji,bplus,Astringent dragon well tea leaves melted charred butter rusty metal sun baked rock/ earth grilled lemon and iodine. Nice oily texture. Cohesive mix of citrus tangy fruit and toasted malt. Burning peat and plastic wrap emerge mid palate. Bitter BBQ mixed with lemon salted asparagus and zuccini on the lingering finish.  B+/B ,Laphroaig Cairdeas 2015 200th Anniversary Edition,OB,NAS yrs,Scotch,2015,Single Malt,51.5,Islay,85,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3597/Laphroaig-Cairdeas-2015-200th-Anniversary-Edition
Andy,bplus,n: Buttery peat. Nice and complex p:  Buttered toast and potting soil.  Light asphalt.  Sweetness disappears in the finish that is otherwise decently long and flavorful.  A nice peater that doesn't go overboard in any aspect. ,Laphroaig Cairdeas 2015 200th Anniversary Edition,OB,NAS yrs,Scotch,2015,Single Malt,51.5,Islay,85,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3597/Laphroaig-Cairdeas-2015-200th-Anniversary-Edition
Ries,b,Very phenolic (oil and plastic) evergreen sap sour grape with a earthy soot backbone. Nice brown butter in the medicinal finish.,Laphroaig Cairdeas 2015 200th Anniversary Edition,OB,NAS yrs,Scotch,2015,Single Malt,51.5,Islay,85,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3597/Laphroaig-Cairdeas-2015-200th-Anniversary-Edition
Ries,aminus,n: charred oak peat smoke and burnt orange marmelade with milk chocolate. Raw salted applewood smoked bacon and a cloying acidic sweetness. t: Roasted peach medicinal with a bit of a sour bite (almost metallic). A dynamic and slightly askew offering but I love the complex flavours and how they come at you in waves. Semi-sweet at best but the middle is full of the core elements I enjoy of Laphroaig. Charred citrus finish full of tarry smoke and mouth coating oils.,Laphroaig Cairdeas Madeira Edition 2016,Laphroaig,NAS yrs,Scotch,2016,Single Malt,51.6,Islay,85,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3987/Laphroaig-Cairdeas-Madeira-Edition-2016
Josh,a,N: Smoke bacon pepper red grapes saline crisp rosé-like wine notes ash orange zest spice and a some malty sweetness. Complex and dynamic it’s a wonderful new take on Laphroaig.P: Peat cocoa smoked paprika more of those crisp rosé-like wine notes ash spice oak citrus peels and a light bit of waxy licorice before it dovetails into the finish. Alluring crisp and sweet and smoky… yum.F: Long -> Smoke rosé cocoa malty sweetness dried fruit and nuts.I LOVED the 2015 Cairdeas but this is even better thanks to the wonderful delicate pairing of the madeira sweetness to the burly smoke-beast that is the core Laphroaig.,Laphroaig Cairdeas Madeira Edition 2016,Laphroaig,NAS yrs,Scotch,2016,Single Malt,51.6,Islay,85,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3987/Laphroaig-Cairdeas-Madeira-Edition-2016
FussyChkn,b,Sorry to disagree with my colleagues here but I found this one to be hot and thin.   Didn't feel like the Madeira influence was strong enough as there wasn't much of that nutty rich toffey influence that a good Madeira has.    ,Laphroaig Cairdeas Madeira Edition 2016,Laphroaig,NAS yrs,Scotch,2016,Single Malt,51.6,Islay,85,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3987/Laphroaig-Cairdeas-Madeira-Edition-2016
Andy,b,n:  cooling campfire embers and saltwater taffey p:   charcoal and shellac with a bit of sweet and sour.  Fun and quaffable although lacking a bit in complexity. B/B+ ,Laphroaig Cairdeas Madeira Edition 2016,Laphroaig,NAS yrs,Scotch,2016,Single Malt,51.6,Islay,85,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3987/Laphroaig-Cairdeas-Madeira-Edition-2016
Andy,b,n:  Delicious.  Fruit salad heavy on the maraschino cherries. p:  Little hot.  Flavors bounce everywhere.  Cherry and prune pie that leads towards oranges and gunpowder in the finish.  Obsolutely fun but not for the timid.  Farmers Market gone wild. B/B+ ,Limeburners M97, ,N/A,World,N/A,Other,61,Australia,120,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3862/Limeburners-M97
Andy,b,n:  Honey nut cheerios p:  Runs a little hot. Faint melon and spiced honey. B/B+ ,Linkwood 1985 Signatory for K&L,Signatory,29 yrs,Scotch,1985,Single Malt,46,Speyside,200,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3780/Linkwood-1985-Signatory-for-K-and-L
Ries,b,Dried pineapple custard cream on vanilla wafers. Egg custard and roasted malt. Really interesting finish; dusty honeycomb and caramel. Pumpkin spices and brazil nuts. This is unique and interesting with hints of dried tropical fruits.  [B/B+],Linkwood 1985 Signatory for K&L,Signatory,29 yrs,Scotch,1985,Single Malt,46,Speyside,200,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3780/Linkwood-1985-Signatory-for-K-and-L
Andy,cplus,n:  carpentary.  Wood finish and isopropyl. p:  Nuts butter and a lot of lemon.  Hard to fault but hard to praise too. C+/B- ,Linkwood 1989 Whiskybroker,Whiskybroker Ltd.,26 yrs,Scotch,1989,Single Malt,53.1,Highland,130,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3638/Linkwood-1989-Whiskybroker
Fuji,bminus,Bright yellow citrus fruit mixed with eucalyptus and mint.   Sweet pastry cream filling. Sweet and sour. Green apples and pineapple. ,Linkwood 1989 Whiskybroker,Whiskybroker Ltd.,26 yrs,Scotch,1989,Single Malt,53.1,Highland,130,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3638/Linkwood-1989-Whiskybroker
Andy,bminus,n:  Buttered toast.  Dull really. p:  Lemon pepper.  Almonds.  Stinks a little.  Ok but expected more. C+/B-  ,Linkwood 1995 Signatory Vintage Cask 5924,Signatory,19 yrs,Scotch,N/A,Single Malt,43,Speyside,70,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3442/Linkwood-1995-Signatory-Vintage-Cask-5924
